,Manufacturer,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3259,Skoda,6,35000,Mumbai,Petrol,Manual,First,15,1598,103.52,5,4500
3260,Audi,7,60001,Kolkata,Diesel,Automatic,First,17.11,1968,174.33,5,14500
3261,Maruti,6,75074,Jaipur,Diesel,Manual,First,23.4,1248,74,5,5250
3262,Tata,8,80000,Kolkata,Diesel,Manual,Second,22.3,1248,74,5,1200
3263,Toyota,14,147350,Jaipur,Diesel,Manual,Second,12.99,2494,100.6,8,4950
3264,Renault,7,60000,Hyderabad,Diesel,Manual,First,19.64,1461,108.45,5,7500
3265,Mercedes-Benz,5,7501,Kolkata,Petrol,Automatic,First,10,2996,333,4,48000
3266,Honda,5,58000,Delhi,Diesel,Manual,First,25.8,1498,98.6,5,4450
3267,Mercedes-Benz,2,29277,Coimbatore,Diesel,Automatic,First,11.57,2987,254.79,5,59650
3268,Maruti,5,57034,Kochi,Diesel,Manual,First,23.2,1248,73.94,5,4380
3269,Maruti,4,40810,Kochi,Diesel,Manual,First,28.09,1248,88.5,5,7900
3270,Hyundai,12,35268,Bangalore,Petrol,Manual,Second,18.13658965,1086,62,5,1880
3271,BMW,12,81000,Mumbai,Diesel,Automatic,Second,18.48,1621.27645,113.2530497,5.278735151,10500
3272,Maruti,2,34630,Coimbatore,Petrol,Automatic,First,21.4,1197,83.1,5,7290
3273,Ford,8,45122,Hyderabad,Diesel,Manual,First,23.5,1498,88.7,5,6000
3274,Mahindra,9,126000,Chennai,Diesel,Manual,Third,16,2179,140,7,6700
3275,Maruti,11,63000,Jaipur,Petrol,Manual,First,19.7,796,46.3,5,1500
3276,Mini,4,32298,Kochi,Diesel,Automatic,First,20.7,1496,113.98,4,23800
3277,Mahindra,6,63288,Kochi,Diesel,Manual,First,15.1,2179,140,7,7770
3278,Hyundai,8,43337,Coimbatore,Petrol,Manual,First,17.92,1086,62.1,5,3320
3279,Maruti,5,46561,Kochi,Diesel,Manual,First,22.9,1248,74,5,4940
3280,Mercedes-Benz,7,34000,Delhi,Diesel,Automatic,Second,20,2143,107.3,5,11000
3281,Renault,4,48000,Hyderabad,Petrol,Manual,First,25.17,799,53.3,5,3400
3282,Maruti,7,56263,Kochi,Diesel,Manual,First,22.9,1248,74,5,4170
3283,Maruti,15,84060,Hyderabad,Petrol,Manual,Second,17.3,993,60,5,1250
3284,Hyundai,4,9000,Mumbai,Petrol,Automatic,First,18.9,1197,82,5,5450
3285,Tata,8,79000,Jaipur,Diesel,Manual,First,21.12,1248,88.8,5,2590
3286,Mahindra,5,87900,Pune,Diesel,Manual,First,16,2179,140,7,12010
3287,Maruti,10,72425,Delhi,Petrol,Manual,Second,17.5,1197,85.8,5,2450
3288,Audi,5,38000,Bangalore,Diesel,Automatic,First,15.73,1968,174.33,5,29000
3289,Ford,12,83000,Hyderabad,Diesel,Manual,Second,17.8,1399,113.2530497,5,2400
3290,Mercedes-Benz,10,107000,Hyderabad,Diesel,Automatic,First,14.84,2143,170,5,11990
3291,Honda,5,51000,Delhi,Petrol,Automatic,First,18,1497,117.3,5,7900
3292,Toyota,10,140000,Pune,Diesel,Manual,Third,12.8,2494,102,7,6250
3293,Chevrolet,9,48000,Pune,Petrol,Manual,Second,18.6,1199,79.4,5,1800
3294,Maruti,7,62000,Delhi,CNG,Manual,First,26.6,998,58.16,5,2800
3295,Honda,5,31000,Mumbai,Petrol,Manual,First,18.7,1199,88.7,5,4900
3296,Nissan,10,75055,Jaipur,Petrol,Manual,First,18.06,1198,75,5,2250
3297,Maruti,3,51210,Coimbatore,Petrol,Automatic,First,19.12,1373,91.1,5,8890
3298,Toyota,8,87000,Mumbai,Diesel,Automatic,First,12.55,2982,168.5,7,15000
3299,Ford,2,17000,Kolkata,Diesel,Manual,First,26.1,1498,99,5,5650
3300,Maruti,6,57000,Jaipur,Diesel,Manual,First,20.77,1248,88.8,7,7000
3301,Maruti,4,9370,Hyderabad,Petrol,Manual,First,22.74,796,47.3,5,2950
3302,Honda,7,53226,Chennai,Petrol,Manual,First,19.4,1198,86.8,5,3300
3303,Hyundai,10,120000,Hyderabad,Diesel,Manual,Second,16.2,1493,110,5,3500
3304,Honda,13,75055,Jaipur,Petrol,Manual,First,12.8,1493,100,5,2300
3305,Hyundai,3,37247,Coimbatore,Diesel,Manual,First,19.67,1582,126.2,5,13690
3306,Toyota,7,64000,Delhi,Diesel,Manual,First,23.59,1364,67.06,5,3100
3307,Hyundai,6,12000,Mumbai,Petrol,Manual,First,13.44,2359,198.25,5,12750
3308,Hyundai,3,40158,Pune,Diesel,Manual,First,19.67,1582,126.2,5,13750
3309,Honda,3,11000,Chennai,Petrol,Manual,First,18.7,1199,88.7,5,6750
3310,Volkswagen,6,70010,Chennai,Diesel,Manual,First,20.54,1598,103.6,5,5250
3311,Mahindra,5,82000,Mumbai,Diesel,Manual,First,16,2179,140,7,8750
3312,Mahindra,3,57259,Kochi,Diesel,Manual,First,18.49,1493,100,7,8870
3313,Honda,10,84000,Bangalore,Petrol,Automatic,Second,11.1,2354,142,5,6500
3314,Maruti,8,168000,Pune,Diesel,Manual,First,20.77,1248,88.76,7,4500
3315,Mahindra,8,73670,Hyderabad,Diesel,Manual,First,12.83,2696,162,7,12500
3316,Toyota,6,89540,Delhi,Diesel,Automatic,First,12.55,2982,168.5,7,16800
3317,Maruti,4,85423,Hyderabad,Diesel,Manual,First,20.77,1248,88.8,7,8750
3318,Hyundai,7,48823,Pune,Diesel,Automatic,First,19.5,1582,126.24,5,8500
3319,Hyundai,9,35082,Kolkata,Petrol,Manual,First,20.36,1197,78.9,5,2210
3320,Maruti,8,126000,Jaipur,Petrol,Manual,First,16.8,796,34.2,5,1600
3321,Honda,4,19000,Delhi,Petrol,Automatic,First,15.5,1198,86.7,5,6250
3322,Honda,13,69000,Mumbai,Petrol,Automatic,Second,12.9,1799,130,5,2250
3323,Mercedes-Benz,1,29836,Kochi,Diesel,Automatic,First,17.9,2143,136,5,25750
3324,Skoda,10,48002,Ahmedabad,Petrol,Manual,Second,13.14,1798,157.8,5,6750
3325,Maruti,5,52324,Ahmedabad,Diesel,Manual,First,28.09,1248,88.5,5,6250
3326,Ford,7,65000,Delhi,Diesel,Manual,First,22.7,1498,89.84,5,5100
3327,Mercedes-Benz,11,66000,Mumbai,Diesel,Automatic,Second,8.7,2987,224.34,5,10750
3328,Hyundai,4,75700,Hyderabad,Diesel,Manual,First,24,1120,70,5,5700
3329,Volkswagen,7,43000,Bangalore,Diesel,Manual,First,20.5,1598,105,5,5950
3330,Chevrolet,8,42706,Kochi,Diesel,Manual,First,25.44,936,56.3,5,2400
3331,Mahindra,7,35000,Mumbai,Diesel,Manual,First,17.21,1493,100,7,3490
3332,Hyundai,9,54348,Hyderabad,Petrol,Automatic,First,19.2,1197,80,5,4000
3333,Toyota,7,84000,Delhi,Diesel,Manual,First,23.59,1364,67.04,5,3850
3334,Toyota,10,63298,Mumbai,Petrol,Automatic,First,14.53,1794,138.1,5,3950
3335,Hyundai,7,75049,Jaipur,Petrol,Manual,Second,20.36,1197,78.9,5,3000
3336,Ford,2,24237,Kochi,Petrol,Manual,First,18.16,1196,86.8,5,6700
3337,Maruti,4,22767,Coimbatore,Petrol,Manual,First,18.5,1197,85.8,5,6140
3338,Hyundai,8,58000,Bangalore,Petrol,Automatic,Second,15,1396,98.6,5,4400
3339,Maruti,3,57000,Pune,Diesel,Manual,First,26.59,1248,74,5,4250
3340,BMW,10,50161,Kochi,Petrol,Automatic,First,8.77,4395,402,5,25930
3341,Maruti,4,45000,Kolkata,Diesel,Manual,First,22.7,1598,118,5,7000
3342,Toyota,3,68319,Coimbatore,Diesel,Automatic,First,12.55,2982,168.5,7,25120
3343,Hyundai,3,30711,Kochi,Petrol,Manual,First,20.3,998,68.05,5,4450
3344,Hyundai,9,38277,Kolkata,Diesel,Manual,First,21.9,1396,90,5,2400
3345,Volkswagen,8,115000,Pune,Diesel,Manual,Second,20.54,1598,103.6,5,4330
3346,Maruti,3,46849,Coimbatore,Petrol,Automatic,First,18.5,1197,83.14,5,6930
3347,Hyundai,6,64000,Ahmedabad,Diesel,Manual,First,21.9,1396,90,5,4250
3348,Mercedes-Benz,10,130923,Pune,Diesel,Automatic,First,14.21,2143,203,5,12500
3349,Hyundai,5,15000,Chennai,Petrol,Manual,First,18.9,1197,82,5,4900
3350,Hyundai,6,32720,Mumbai,Diesel,Manual,First,23,1396,90,5,4500
3351,Renault,4,12500,Jaipur,Petrol,Manual,First,25.17,799,53.3,5,3000
3352,Hyundai,5,59800,Chennai,Petrol,Automatic,First,16.9,1197,82,5,5800
3353,Volkswagen,9,54211,Pune,Petrol,Manual,First,15.04,1598,103.6,5,3330
3354,Chevrolet,5,62242,Kochi,Diesel,Automatic,First,14.39,1998,163.7,5,6620
3355,Nissan,5,54000,Mumbai,Diesel,Manual,Second,19.01,1461,108.5,5,5750
3356,Hyundai,8,65000,Hyderabad,Diesel,Manual,First,22.32,1582,126.32,5,6200
3357,Maruti,5,55000,Chennai,Petrol,Automatic,First,23.1,998,67.04,5,3500
3358,Maruti,10,71000,Pune,Petrol,Manual,First,18.9,998,67.1,5,2000
3359,Hyundai,8,70000,Chennai,Diesel,Manual,First,21.9,1396,88.8,5,4000
3360,Audi,9,53000,Mumbai,Petrol,Automatic,First,12.3,1781,163.2,5,9500
3361,BMW,7,43000,Mumbai,Diesel,Automatic,First,17.05,1995,184,5,17500
3362,Skoda,5,54000,Mumbai,Petrol,Automatic,First,14.3,1598,103.52,5,6110
3363,Hyundai,6,51000,Ahmedabad,Petrol,Manual,First,20.36,1197,78.9,5,3750
3364,Mitsubishi,13,78000,Hyderabad,Diesel,Manual,Second,10.5,2835,107.2,6,6200
3365,Honda,6,25000,Mumbai,Diesel,Manual,First,26,1498,98.6,5,6150
3366,Maruti,8,12600,Pune,Petrol,Manual,First,20.92,998,67.1,5,2400
3367,Maruti,11,80000,Pune,Diesel,Manual,Fourth & Above,17.8,1248,75,5,2150
3368,Hyundai,4,21000,Kolkata,Petrol,Manual,First,18.9,1197,82,5,3750
3369,Ford,9,32000,Mumbai,Petrol,Manual,Second,15.6,1196,70,5,2150
3370,Hyundai,5,50000,Bangalore,Petrol,Manual,First,18.9,1197,81.86,5,4750
3371,Maruti,10,47500,Mumbai,Petrol,Manual,First,15.5,1586,103.3,5,2450
3372,Honda,3,7500,Mumbai,Petrol,Manual,First,17.4,1497,117.3,5,11150
3373,Renault,4,68163,Jaipur,Diesel,Automatic,First,19.6,1461,108.45,5,8900
3374,Honda,6,61000,Ahmedabad,Diesel,Manual,First,25.8,1498,98.6,5,4350
3375,Toyota,5,100000,Jaipur,Diesel,Manual,Second,12.99,2494,100.6,7,12000
3376,BMW,11,61500,Mumbai,Diesel,Automatic,Second,16.07,1995,181,5,8500
3377,Hyundai,3,42883,Kochi,Petrol,Manual,First,19.81,1086,68.05,5,4270
3378,Renault,8,97000,Jaipur,Diesel,Manual,Second,20.45,1461,83.8,5,4250
3379,Mitsubishi,10,39525,Bangalore,Petrol,Automatic,First,11.3,2360,170,5,9250
3380,Maruti,3,35384,Kochi,Diesel,Manual,First,24.3,1248,88.5,5,8610
3381,Mercedes-Benz,10,46000,Hyderabad,Diesel,Automatic,First,11.8,2987,261,7,28000
3382,Ford,2,32189,Coimbatore,Diesel,Manual,First,23,1498,98.96,5,9250
3383,Hyundai,4,27000,Chennai,Diesel,Automatic,First,19.08,1582,126.2,5,8600
3384,Volkswagen,2,22734,Coimbatore,Petrol,Manual,First,16.47,1198,74,5,7530
3385,Renault,6,58002,Mumbai,Diesel,Manual,First,19.64,1461,108.45,5,5750
3386,Honda,8,31500,Chennai,Petrol,Automatic,First,16.5,1198,86.8,5,4150
3387,Ford,3,30933,Coimbatore,Petrol,Manual,First,18.16,1196,86.8,5,5840
3388,Audi,8,27090,Kolkata,Diesel,Automatic,First,18.53,1968,187.74,5,16500
3389,BMW,5,29500,Mumbai,Diesel,Automatic,First,15.97,2993,258,7,43000
3390,Hyundai,7,45000,Pune,Petrol,Manual,First,20.36,1197,78.9,5,3550
3391,Hyundai,2,11691,Hyderabad,Petrol,Manual,First,18.6,1197,81.83,5,8900
3392,Skoda,14,121000,Hyderabad,Diesel,Manual,Second,16.4,1896,90,5,2500
3393,Hyundai,10,118077,Hyderabad,Diesel,Manual,First,16.2,1493,110,5,3850
3394,Hyundai,8,36300,Chennai,Petrol,Automatic,Third,17.1,1591,121.4,5,7500
3395,Hyundai,15,90000,Mumbai,Petrol,Manual,Second,15.3,1341,61,5,1800
3396,Ford,10,78000,Chennai,Diesel,Manual,First,20,1399,68,5,2250
3397,Audi,5,42000,Mumbai,Diesel,Automatic,First,17.68,1968,174.33,5,24250
3398,Volkswagen,5,27000,Mumbai,Petrol,Manual,First,16.47,1198,74,5,4350
3399,BMW,8,22000,Kolkata,Diesel,Automatic,First,17.05,1995,184,5,11500
3400,Honda,6,49000,Kolkata,Petrol,Manual,First,17.4,1497,117.3,5,4750
3401,Hyundai,8,42600,Hyderabad,Diesel,Manual,First,23,1396,90,5,4990
3402,Honda,2,12794,Coimbatore,Petrol,Automatic,First,19,1199,88.7,5,9150
3403,Maruti,14,125000,Jaipur,Petrol,Manual,Fourth & Above,16.1,1621.27645,113.2530497,5.278735151,2350
3404,Honda,6,88046,Hyderabad,Petrol,Automatic,First,10.1,2354,152,5,13990
3405,Mercedes-Benz,6,8000,Bangalore,Diesel,Automatic,Second,20,2143,107.3,5,19750
3406,Mahindra,2,82739,Coimbatore,Diesel,Automatic,First,16,2179,140,7,16770
3407,Mahindra,14,193000,Bangalore,Diesel,Manual,Third,13.6,2523,63,7,2500
3408,Renault,7,7000,Mumbai,Petrol,Automatic,First,17.97,1498,99.6,5,3650
3409,Land,8,60000,Ahmedabad,Diesel,Automatic,Second,12.35,2179,187.74,5,23500
3410,Maruti,3,38000,Pune,Petrol,Manual,First,22.74,796,47.3,5,3110
3411,Toyota,7,56344,Kochi,Petrol,Manual,First,17.6,1496,88.73,5,4570
3412,Hyundai,6,17858,Mumbai,Petrol,Manual,First,17,1197,80,5,5320
3413,Hyundai,8,53000,Hyderabad,Petrol,Manual,First,20.36,1197,78.9,5,3200
3414,Maruti,4,67906,Kochi,Diesel,Manual,First,25.2,1248,74,5,5630
3415,Hyundai,5,19000,Hyderabad,Petrol,Manual,First,21.1,814,55.2,5,3000
3416,BMW,10,67000,Mumbai,Diesel,Automatic,Second,22.69,1995,190,5,9250
3417,Tata,9,80000,Delhi,Diesel,Manual,First,23.57,1396,70,5,1200
3418,Maruti,5,61000,Delhi,Petrol,Manual,First,22.74,796,47.3,5,2150
3419,Volkswagen,10,39000,Pune,Diesel,Manual,First,22.07,1199,73.9,5,3050
3420,Toyota,6,59000,Ahmedabad,Petrol,Automatic,First,14.28,1798,138.03,5,11500
3421,Hyundai,12,80931,Hyderabad,Petrol,Manual,First,17.92,1086,62.1,5,2300
3422,Maruti,4,34000,Kolkata,Petrol,Manual,First,20.4,1197,81.8,5,4950
3423,Renault,7,130000,Hyderabad,Diesel,Manual,First,21.64,1461,84.8,5,4750
3424,Maruti,2,52380,Coimbatore,Diesel,Manual,First,24.3,1248,88.5,5,10150
3425,Nissan,9,44000,Kolkata,Petrol,Manual,First,18.06,1198,75,5,2650
3426,Ford,5,84000,Hyderabad,Diesel,Manual,First,20,1399,68.05,5,3800
3427,Honda,3,41697,Kochi,Petrol,Automatic,First,13.1,1997,141.1,5,16680
3428,Nissan,6,163000,Pune,Diesel,Manual,First,19.01,1461,108.5,5,5000
3429,Toyota,9,42000,Chennai,Petrol,Manual,Second,17.71,1197,78.9,5,3750
3430,Hyundai,7,129000,Jaipur,Diesel,Manual,Third,21.27,1396,88.76,5,4110
3431,Ford,5,32200,Chennai,Petrol,Manual,Second,18.16,1196,86.8,5,4250
3432,Mitsubishi,16,129000,Mumbai,Diesel,Manual,First,10.5,2835,107.2,6,3450
3433,Audi,6,40000,Bangalore,Diesel,Automatic,First,17.11,1968,174.33,5,22500
3434,Toyota,14,150000,Delhi,Petrol,Manual,First,12.4,1998,132,8,4500
3435,Chevrolet,13,140000,Jaipur,Petrol,Manual,First,15.26,1150,74.9,5,900
3436,Hyundai,14,63181,Hyderabad,Petrol,Manual,First,15.3,1341,83,5,1850
3437,Honda,7,39575,Kolkata,Diesel,Manual,First,25.8,1498,98.6,5,3250
3438,Maruti,10,63600,Pune,Diesel,Manual,Second,17.8,1248,113.2530497,5,3100
3439,Ford,6,70374,Coimbatore,Diesel,Manual,First,22.7,1498,89.84,5,7340
3440,Volkswagen,5,26256,Kolkata,Diesel,Manual,First,20.14,1498,88.5,5,4250
3441,Hyundai,4,13460,Delhi,Petrol,Manual,First,18.6,1197,81.86,5,6450
3442,Toyota,9,122000,Chennai,Diesel,Manual,Second,12.8,2494,102,8,10750
3443,Mercedes-Benz,5,58589,Kolkata,Diesel,Automatic,First,15.26,2143,203.2,5,27750
3444,Maruti,15,115000,Jaipur,Petrol,Manual,Second,17.3,1061,64,5,990
3445,Ford,4,75000,Pune,Diesel,Automatic,First,12.62,2198,158,7,24000
3446,Hyundai,4,30292,Jaipur,Petrol,Manual,First,18.6,1197,81.86,5,6100
3447,Honda,3,32248,Ahmedabad,Petrol,Manual,First,17.5,1199,88.7,5,8250
3448,Volkswagen,7,74000,Bangalore,Petrol,Manual,First,16.47,1198,73.9,5,4650
3449,Honda,6,56100,Mumbai,Petrol,Manual,First,13.7,1997,153.86,5,9750
3450,Hyundai,6,61325,Bangalore,Petrol,Manual,First,18.9,1197,81.86,5,4400
3451,Maruti,6,33000,Kolkata,Petrol,Manual,First,19.1,1197,85.8,5,3990
3452,BMW,4,18090,Coimbatore,Diesel,Automatic,First,16.2,2993,258,5,45730
3453,Ford,6,71390,Kochi,Diesel,Manual,First,22.7,1498,89.84,5,5270
3454,Maruti,6,41000,Mumbai,CNG,Manual,First,26.2,998,58.2,5,3500
3455,Honda,4,67000,Ahmedabad,Diesel,Manual,First,26,1498,98.6,5,7250
3456,Tata,12,99000,Chennai,Diesel,Manual,Second,17,1405,70,5,1600
3457,Renault,6,142000,Pune,Diesel,Manual,Second,19.01,1461,108.45,5,6000
3458,Hyundai,10,26966,Chennai,Petrol,Manual,First,20.36,1197,78.9,5,3000
3459,Honda,5,27628,Mumbai,Petrol,Manual,First,18.7,1199,88.7,5,4950
3460,Maruti,4,82497,Hyderabad,Diesel,Manual,First,23.65,1248,88.5,5,8990
3461,Honda,13,86000,Mumbai,Petrol,Manual,Third,11.9,2354,144,5,1850
3462,Volkswagen,4,26981,Coimbatore,Petrol,Manual,First,16.47,1198,73.9,5,6160
3463,Maruti,10,110471,Hyderabad,Diesel,Manual,First,21.1,1248,73.9,5,3500
3464,Honda,6,69000,Jaipur,Petrol,Manual,First,19.5,1199,88.76,5,4500
3465,Hyundai,3,12000,Hyderabad,Petrol,Manual,First,18.6,1197,81.83,5,7750
3466,Renault,6,77500,Hyderabad,Diesel,Manual,First,20.45,1461,83.8,5,6600
3467,Hyundai,6,48031,Kochi,Petrol,Manual,First,18.9,1197,82,5,4980
3468,BMW,12,170000,Chennai,Diesel,Automatic,Third,16.07,1995,181,5,9750
3469,Ford,6,69565,Mumbai,Diesel,Manual,First,22.7,1498,89.84,5,5550
3470,Volkswagen,4,45492,Hyderabad,Diesel,Automatic,First,21.5,1498,108.5,5,10300
3471,Honda,9,85000,Chennai,Petrol,Automatic,Second,11.7,2354,177.6,5,7500
3472,Chevrolet,12,55902,Hyderabad,Petrol,Manual,First,14.49,1399,92.7,5,1800
3473,Volkswagen,3,18500,Hyderabad,Petrol,Manual,First,16.2,1199,74,5,6250
3474,Mahindra,5,129750,Hyderabad,Diesel,Manual,Second,14.95,2489,93.7,7,6800
3475,Hyundai,11,50902,Hyderabad,Petrol,Automatic,First,19.2,1197,80,5,3000
3476,Mahindra,5,84725,Coimbatore,Diesel,Manual,First,15.1,2179,140,7,11600
3477,Hyundai,7,40000,Mumbai,Diesel,Manual,Second,22.7,1582,126.24,5,6950
3478,Volkswagen,10,60000,Mumbai,Petrol,Manual,Third,14.3,1798,160,5,3500
3479,Hyundai,6,33496,Coimbatore,Petrol,Manual,First,18.9,1197,81.86,5,5500
3480,Hyundai,5,25000,Mumbai,Petrol,Manual,First,18.6,1197,81.83,5,5650
3481,Chevrolet,7,71000,Ahmedabad,Diesel,Manual,First,18.2,1248,73.8,8,3250
3482,Skoda,5,20826,Coimbatore,Petrol,Automatic,First,14.3,1598,103.6,5,7720
3483,Hyundai,4,42244,Pune,Diesel,Manual,First,19.67,1582,126.2,5,12000
3484,Chevrolet,7,98598,Jaipur,Diesel,Manual,First,25.44,936,57.6,5,1550
3485,Toyota,9,62100,Delhi,Diesel,Manual,First,11.5,2982,171,7,10750
3486,Hyundai,4,44238,Coimbatore,Petrol,Manual,First,18.6,1197,81.83,5,6720
3487,Audi,8,91743,Coimbatore,Diesel,Automatic,First,12.07,2967,241.4,7,28550
3488,Porsche,7,19828,Bangalore,Diesel,Automatic,Second,17.85,2967,300,4,75000
3489,Honda,4,36891,Hyderabad,Petrol,Manual,First,17.8,1497,117.3,5,10490
3490,Mahindra,8,90049,Hyderabad,Diesel,Manual,First,17.21,1493,100,7,3800
3491,Audi,8,74002,Ahmedabad,Diesel,Automatic,First,16.55,1968,140,5,18500
3492,Hyundai,7,41000,Kolkata,Petrol,Automatic,First,12.37,2359,198.25,5,6000
3493,Hyundai,8,83678,Hyderabad,Diesel,Manual,First,22.32,1582,126.32,5,5500
3494,Maruti,10,91000,Pune,Petrol,Manual,First,18.9,998,67.1,5,2300
3495,Maruti,4,50000,Jaipur,Diesel,Manual,First,24.52,1248,88.5,7,8700
3496,Hyundai,5,58000,Delhi,Diesel,Manual,First,24.4,1120,71.01,5,4950
3497,Maruti,8,80000,Jaipur,Diesel,Manual,First,22.9,1248,74,5,4250
3498,Mahindra,3,41290,Kochi,Diesel,Manual,Second,16,2179,140,7,10940
3499,BMW,7,65000,Delhi,Diesel,Automatic,First,22.48,1995,190,5,21260
3500,Toyota,4,16471,Bangalore,Petrol,Manual,Second,14.28,1798,138.03,5,11500
3501,Hyundai,5,54339,Pune,Diesel,Manual,Second,22.54,1396,88.73,5,6000
3502,Mahindra,4,24025,Hyderabad,Petrol,Manual,First,18.15,1198,82,6,4100
3503,Maruti,7,24027,Kolkata,Petrol,Manual,First,24.7,796,47.3,5,2010
3504,Fiat,10,59270,Hyderabad,Petrol,Manual,First,15.7,1172,67,5,2600
3505,Maruti,8,40000,Kolkata,Petrol,Manual,First,18.9,998,67.1,5,2350
3506,Mitsubishi,8,155566,Bangalore,Diesel,Manual,Second,9.5,2835,118.6,6,9150
3507,Honda,7,42320,Chennai,Petrol,Manual,First,19.4,1198,86.8,5,2900
3508,Hyundai,3,24153,Coimbatore,Diesel,Manual,Second,22.54,1396,88.73,5,9180
3509,Hyundai,4,27000,Mumbai,Petrol,Automatic,First,13,1591,121.3,5,11450
3510,Maruti,8,92000,Hyderabad,CNG,Manual,Second,26.83,796,38.4,5,2100
3511,Honda,3,61795,Kochi,Petrol,Manual,First,17.8,1198,86.7,5,5530
3512,Mahindra,4,13500,Chennai,Petrol,Manual,First,18.15,1198,82,6,3750
3513,Honda,2,4500,Pune,Petrol,Automatic,First,18,1497,117.3,5,12500
3514,Mahindra,3,23000,Mumbai,Diesel,Automatic,First,16,2179,140,7,15500
3515,Hyundai,9,65400,Pune,Petrol,Manual,First,18.13658965,1086,113.2530497,5,2100
3516,Mercedes-Benz,7,80578,Mumbai,Diesel,Automatic,Second,14.84,2143,170,5,14500
3517,Renault,3,42646,Coimbatore,Diesel,Automatic,First,19.6,1461,108.45,5,12460
3518,Volkswagen,6,30000,Bangalore,Petrol,Manual,Second,16.47,1198,74,5,5250
3519,BMW,8,90000,Delhi,Diesel,Automatic,First,18.48,1621.27645,113.2530497,5.278735151,14500
3520,Mercedes-Benz,11,98000,Bangalore,Diesel,Automatic,Second,13.5,2987,282,5,25000
3521,Hyundai,8,66400,Kochi,Petrol,Manual,First,18.13658965,1621.27645,113.2530497,5.278735151,2660
3522,Jaguar,8,50000,Hyderabad,Diesel,Automatic,First,12.9,2993,271.23,4,45000
3523,Maruti,5,63310,Jaipur,Diesel,Manual,First,28.4,1248,74,5,5100
3524,Honda,6,66000,Delhi,Diesel,Manual,First,25.8,1498,98.6,5,3500
3525,BMW,9,74000,Ahmedabad,Diesel,Automatic,Second,16.07,1995,181,5,12500
3526,Hyundai,8,93000,Hyderabad,Diesel,Manual,First,23.5,1396,88.7,5,5550
3527,Toyota,5,70000,Delhi,Diesel,Automatic,First,11.5,2982,169,7,19480
3528,Maruti,8,48772,Ahmedabad,Petrol,Manual,First,18.6,1197,85.8,5,3910
3529,Chevrolet,10,66000,Chennai,Petrol,Manual,First,18.6,1199,79.4,5,2190
3530,Hyundai,3,27417,Coimbatore,Petrol,Automatic,First,18.9,1197,82,5,6890
3531,Ford,9,51593,Coimbatore,Petrol,Manual,Second,15.6,1196,70,5,3470
3532,Nissan,12,86340,Mumbai,Petrol,Automatic,Second,9.1,2349,113.2530497,5,3250
3533,Maruti,10,75000,Pune,Petrol,Manual,First,16.1,1298,88.2,5,2850
3534,Audi,4,39237,Coimbatore,Diesel,Automatic,First,17.11,1968,174.33,5,25640
3535,Honda,2,11966,Kochi,Petrol,Manual,First,16.8,1497,116.3,5,10280
3536,Honda,5,37000,Hyderabad,Petrol,Manual,First,18.2,1199,88.7,5,6300
3537,Volkswagen,6,70920,Chennai,Diesel,Manual,First,20.14,1498,88.8,5,4750
3538,Nissan,7,65280,Hyderabad,Diesel,Manual,First,19.87,1461,83.14,5,5800
3539,Land,4,62000,Hyderabad,Diesel,Automatic,First,12.51,2179,187.7,7,44500
3540,Hyundai,6,44525,Kochi,Petrol,Manual,First,18.5,1197,82.9,5,4650
3541,Honda,11,86863,Jaipur,Petrol,Manual,First,17,1497,118,5,3600
3542,Mahindra,5,102626,Hyderabad,Diesel,Manual,First,16,2179,140,7,12250
3543,Jeep,3,45000,Jaipur,Diesel,Manual,First,16.3,1956,170,5,20000
3544,Mahindra,3,22000,Jaipur,Diesel,Manual,First,16,2179,140,7,16000
3545,Mahindra,9,108905,Coimbatore,Diesel,Automatic,Second,11.79,2179,120,8,6210
3546,Datsun,4,12800,Kolkata,Petrol,Manual,First,19.44,1198,67,7,3250
3547,Mahindra,4,32000,Kolkata,Diesel,Manual,First,15.4,2179,120,7,9750
3548,Honda,6,39000,Mumbai,Petrol,Automatic,First,15.5,1198,86.7,5,4450
3549,Honda,3,42000,Pune,Diesel,Manual,First,25.6,1498,98.6,5,12000
3550,Tata,12,73000,Chennai,Petrol,Manual,First,14.4,1396,65,5,800
3551,Hyundai,2,48000,Chennai,Diesel,Manual,First,24,1186,73.97,5,5950
3552,Maruti,5,18000,Pune,CNG,Manual,First,33.44,796,40.3,4,3000
3553,Hyundai,6,19000,Kolkata,Petrol,Manual,First,17.43,1396,105.5,5,5250
3554,Toyota,1,33598,Coimbatore,Diesel,Manual,First,13.68,2393,147.8,7,22200
3555,BMW,8,63000,Jaipur,Diesel,Automatic,First,17.05,1995,184,5,13500
3556,Volkswagen,5,48000,Chennai,Diesel,Automatic,First,16.96,1968,138.03,5,13500
3557,Ford,6,66000,Delhi,Diesel,Manual,First,20,1399,68.05,5,3470
3558,Mahindra,7,80000,Ahmedabad,Diesel,Automatic,Second,11.18,2696,184,7,9500
3559,Volkswagen,9,37000,Chennai,Petrol,Manual,First,15.04,1598,103.6,5,4800
3560,Skoda,4,35058,Kochi,Petrol,Manual,First,15,1598,103.52,5,6540
3561,Volkswagen,8,52000,Delhi,Petrol,Manual,First,16.47,1198,73.9,5,3100
